name,description,open_time,close_time,entry_price,latitude,longitude,visit_count,provinces,city,subdistrict,street_name,zip_code,categories,facilities,url_image,url_image_2,url_video,url_video_2
Hutan Wisata Baning,Hutan Wisata Baning adalah hutan kota yang terletak di pusat Kota Sintang. Hutan ini menawarkan pemandangan hutan tropis yang masih alami dengan jalur-jalur pejalan kaki yang terawat.,07:00,17:00,10000,0.07130509075842863,111.50903639199689,36500,Kalimantan Barat,Sintang,sintang,"3GC5+FGR, Sungai Ana, Kec. Sintang, Kabupaten Sintang, Kalimantan Barat 78614",78614,alam,"Area parkir, toilet, Pusat Informasi",https://indotimnet.files.wordpress.com/2009/10/baning2-peremuancom.jpg,https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEhAzs_Ebz7WVPDsYXDtGn_puoPerIKxUA8nqHJDvtXilwzu9dbh-bxkPQaOF10412Ri6-gKpQ82Msjo3RMDsW27DQLZy01Nkvzy2G0NOdTO3URwBbf18gixQ0oKzSDfdoxkmsD1a_OAlFZCfxY6LhrrQ25biHq5ay4YVEhLdHPoT-cPwmYlvVOcXDbdHA/s674/Hutan-Wisata-Baning-SIntang-jembatan-di-hutan.jpg,,
Air Terjun Banangar,"Air Terjun Bananggar, atau Air Terjun Mananggar, adalah sebuah patahan dari Sungai Landak sehingga terbentuk sebuah air terjun. Memiliki ketinggian 60 meter dan lebar 60 meter. Terdapat kolam alami yang besar persis di bawah air terjun.",00:00,23:59,5000,0.854007857322957,110.15881068776764,6500,Kalimantan Barat,Landak,air besar,"V535+H7C, Merayuh, Kec. Air Besar, Kabupaten Landak, Kalimantan Barat 79365",79365,alam,"Area parkir, toilet, area makanan, Penginapan",https://www.gotravelly.com/assets/img/review/gallery/562/79448c55dfa0adc5d1ca10db0bdbad0c.jpg,https://assets.promediateknologi.id/crop/0x0:0x0/750x500/webp/photo/p1/379/2023/10/06/Ilustrasi-Air-Terjun-Manangar-803964869.png,,
Pulau Lemukutan,"Pulau Lemukutan adalah pulau kecil yang terletak di perairan Kalimantan Barat, tepatnya di Kabupaten Sambas. Pulau ini terkenal karena keindahan pantainya yang eksotis, air laut yang jernih, serta pasir putihnya yang halus",00:00,23:59,209000,0.7447816405443916,108.71624822400351,12762,Kalimantan Barat,Bengkayang,sungai raya kepulauan,"Kecamatan Sungai Raya Kepulauan, Kabupaten Bengkayang, Provinsi Kalimantan Barat",79271,alam,"penginapan, toilet, tempat ibadah, area makanan",https://www.djkn.kemenkeu.go.id/files/images/2021/06/pulau-lemukutan_20170717_200617.jpg,https://www.amazingborneo.id/wp-content/uploads/2019/02/lemukutan.jpg,,
Taman Nasional Tanjung Puting,Taman Nasional Tanjung Puting terkenal dengan habitat orangutannya yang liar. Anda dapat mengikuti tur menyusuri sungai untuk melihat orangutan dan satwa liar lainnya.,07:00,17:00,5000,-3.0004027210166737,111.98652698771481,8779,Kalimantan Tengah,kotawaringin,kumai,"Tlk. Pulai, Kec. Kumai, Kabupaten Kotawaringin Barat, Kalimantan Tengah 74181",74181,alam,"Perahu,penginapan, toilet, area parkir, tempat makan",https://upload.wikimedia.org/wikipedia/commons/2/28/Win_the_Orangutang_in_Tanjung_Puting_National_Park_2005.jpg,https://cloud.jpnn.com/photo/arsip/watermark/2019/06/27/taman-nasional-tanjung-puting-kalimantan-tengah-foto-humas-klhk.png,,
Museum Balanga,Museum Balanga merupakan museum yang menyimpan koleksi benda-benda bersejarah dari Kalimantan Tengah. Museum ini terletak di Kota Palangka Raya.,07:00,14:00,5000,-2.1951734879810805,113.90304504914356,1200,Kalimantan Tengah,Palangkaraya,Jekan Raya,"Jl. Tjilik Riwut No.Km. 2.5, Palangka, Kec. Jekan Raya, Kota Palangka Raya, Kalimantan Tengah 73112",73112,Sejarah,"area parkir, Tempat Ibadah,toilet, area makanan",https://museum.kemdikbud.go.id/storage/assets/images/museums/268/2023-12-07_6332.jpg,https://mmc.kalteng.go.id/files/berita/19052022120500_0.jpeg,,
Danau Tahai,"Di kawasan objek wisata Danau Tahai ini terdapat jembatan kayu yang mengelilingi kawasan danau dan juga menghubunggkan danau ke kawasan hutan, sehingga para wisatawan dapat berjalan-jalan ke tengah danau sambil menikmati pemandangan alam yang sangat mempesona.",00:00,23:59,0,-2.0273121158817244,113.78320148931277,5500,Kalimantan Tengah,Palangkaraya,Bukit Batu,"Tumbang Tahai, Kec. Bukit Batu, Kota Palangka Raya, Kalimantan Tengah",73912,alam,"penginapan, toilet, area parkir",https://upload.wikimedia.org/wikipedia/commons/e/e1/Tahai.jpg,https://visitpalangkaraya.org/wp-content/uploads/2021/11/image-1.png,,
Pantai Ujung Pandaran,Pantai ini terekenal akan pantai yang landai dan biota lautnya yang membentang puluhan kilometer dari Kabupaten Kotawaringin Timur ingga perbatasan Kabupaten seruyan.,00:00,23:59,5000,-3.168220112376939,113.00427564127921,8992,Kalimantan Tengah,Kotawaringin Timur,teluk sampit,"Ujung Pandaran, Teluk Sampit, Kabupaten Kotawaringin Timur, Kalimantan Tengah 74363",74363,alam,"toko oleh-oleh, toilet, area makanan, penginapan, area parkir",https://image.klikkalteng.id/upload/2022/12/25/e1838240b5e6d53f45e5f94c74dc4e4e.jpg,https://jurnalkalteng.com/wp-content/uploads/2021/05/WhatsApp-Image-2021-05-11-at-18.35.09.jpeg,,
Sungai sekonyer,"Bertualang di hutan dan menepi dari modernitas memang terdengar menantang. Petualangan alam liar demikian bisa Anda lakukan saat menyusuri Sungai Sekonyer yang menjadi jalur menuju Taman Nasional Tanjung Puting di Kumai, Kalimantan Tengah. Sungai sepanjang 45 kilometer membentang, membelah Taman Nasional Tanjung Puting.",00:00,23:59,5000,-2.7437160275763954,111.92835908456003,5902,Kalimantan Tengah,Kotawaringin Barat,kumai,"Kumai, Kotawaringin Barat, Kalteng, Kumai Hilir , Kumai , KAB. KOTAWARINGIN BARAT",74181,alam,"toilet,tempat sampah",https://static.republika.co.id/uploads/images/inpicture_slide/perahu-kelotok-yang-membawa-wisatawan-melintasi-sungai-sekonyer-di-_180323104642-772.jpg,https://pariwisata.kalteng.go.id/images/wisata/53sungai%20sekonyer.jpg,,
Istana Kuning,"istana ini memiliki sebuah ruang yang dinamakan Dalam Kuning. Menurut sejarah, pada masa pemerintahan kesultanan Kutaringin, bahan kayu yang digunakan untuk membuat istana memang bewarna ini. Hampir keseluruhan istana bewarna kuning sehingga istana tersebut dinamakan Istana Kuning.",08:00,16:00,5000,-2.6758787231042818,111.6331281858565,3208,Kalimantan Tengah,Kotawaringin Barat,arut selatan,"Raja, Kec. Arut Sel., Kabupaten Kotawaringin Barat, Kalimantan Tengah 74112",74112,Sejarah,"pusat informasi, area parkir, toilet",https://asset.kompas.com/crops/6tM770mJZi3EKZxVyTQcvD8ERtQ=/1x56:1000x555/750x500/data/photo/2018/02/17/2833875554.jpg,https://asset.kompas.com/crops/iCwL8WFlzinot2S0dQRWhB5V1wA=/0x0:780x390/780x390/data/photo/2015/01/24/1211245istana-kuning780x390.jpg,,
Bukit Raya,Bukit Raya Taman Nasional merupakan kawasan konservasi yang terletak di perbatasan antara Kalimantan Barat dan Kalimantan Tengah. Daerah ini memiliki peran penting dalam fungsi hidrologis hutan dan Bukit Raya merupakan perwakilan tipe ekosistem hutan hujan tropis pegunungan.,00:00,23:59,5000,-2.06984919980046,111.62536493256721,4982,Kalimantan Tengah,Katingan,bukit raya,"Tumbang Kajamei, Bukit Raya, Kabupaten Katingan, Kalimantan Tengah",74457,alam,"area parkir , Tempat Ibadah , toilet , area makanan",https://mmc.kalteng.go.id/files/berita/18012018023409.jpg,https://www.askara.co/assets/images/news/2020/10/20201021030354_normal.jpg,,
Taman Wisata Alam Tangkiling,"Daya Tarik wisata Taman Wisata Alam Tangkiling, yaitu ekosistem alam flora dan founa hutan tropis, perbukitan, tanaman herbal/depot obat, kolam buaya, beruang, depot anggrek, panjat tebing, jalan refleksi, tracking hutan, dan pohon yang dilindungi (tengkawang, ulin), dan lebah madu.",00:00,23:59,5000,-1.998373484843572,113.75410372501696,4149,Kalimantan Tengah,Palangkaraya,Bukit Batu,"Jalan Pariwisata RT 05/03 Kelurahan Banturung, Kecamatan Bukit Batu Kota Palangka Raya",73224,alam,"area parkir, toilet, pusat informasi, toko oleh-oleh",https://asset-2.tstatic.net/banjarmasin/foto/bank/images/bukit-tangkiling-02.jpg,https://prokalteng.jawapos.com/wp-content/uploads/212055-sepeda_gunung.jpg,,
Jurung Tiga Nature Park,"TWH Jurung Tiga dengan luas areal lebih kurang 40 Hektar memiliki daya pesona luar biasa, Ada beberapa spot lokasi yang telah dilengkapi di lokasi tersebut diantaranya areal outbound, areal camping ground, areal edukasi alam, jembatan kenangan, spot menyumpit, rumah pohon, hutan buah, rakit cinta, area makanan, shelter-shelter (tempat peristirahatan sementara) dan sejumlah spot menarik lainnya yang ‘instagramable’.",08:00,17:00,10000,-2.773450944575311 ,111.65868778282329,2339,Kalimantan Tengah,Kotawaringin Barat,kumai,"6MG4+FW2, Batu Belaman, Kec. Kumai, Kabupaten Kotawaringin Barat, Kalimantan Tengah 74181",74181,alam,"area parkir, wahana permainan, tempat sampah, pusat informasi,tempat ibadah",https://pergiyuk.com/wp-content/uploads/2022/11/Wisata-Alam-Jurung-Tiga.jpg,"https://blue.kumparan.com/image/upload/fl_progressive,fl_lossy,c_fill,q_auto:best,w_640/v1551366131/igybyuqntefck22mvj1v.jpg",,
Pulau Kaja,"Pulau Kaja berada di aliran Sungai Rungan, Nyaru Menteng, Kelurahan Tumbang Tahai, Kecamatan Bukit Batu, Kota Palangka Raya. Pengelolanya adalah Borneo Orang Utan Survival Foundation (BOSF).",07:00,19:00,0,-1.9489338388648578 ,113.78107191827577,3298,Kalimantan Tengah,Palangkaraya,Bukit Batu,"2QW8+64R, Sei Gohong, Kec. Bukit Batu, Kota Palangka Raya, Kalimantan Tengah 73112",73112,alam,"pusat informasi, toilet, area parkir",https://mmc.kalteng.go.id/files/berita/21012018013359.jpg,https://cms.belanjakalteng.com/assets/images/destinasi/thumbnail/pulaukaja.png,,
Bukit Teletubbies,Bukit Rimpi atau Bukit Teletubbies merupakan sebuah perbukitan yang ditumbuhi oleh padang savana hijau yang berhiaskan oleh hamparan rumput dengan pemandangannya yang indah.,06:00,17:00,10000,-3.4223609517114837 ,114.53443787916716,2784,Kalimantan Selatan,Tanah Laut,pelaihari,"Tampang, Pelaihari, Kabupaten Tanah Laut, Kalimantan Selatan",70815,Alam,"area makanan, area parkir dan toilet.",https://cdn.idntimes.com/content-images/post/20180215/nusa-balinadipatourcom-36479273744564af0ab4f0bdc1e510b2.png,https://www.blibli.com/friends-backend/wp-content/uploads/2023/08/B800089-Cover-Bukit-Teletubbies-Nusa-Penida.jpg,,
Air Terjun Bajuin,wisata Air Terjun Bajuin ini Anda dapat menikmati keindahan alam dan sejuknya udara dan suasana disekitar Air Terjun Bajuin ini.,00:00,23:59,10000,-3.7853024536602793 ,114.85099425416671,3746,Kalimantan Selatan,Tanah Laut,batu ampar,"Damar Lima, Kec. Batu Ampar, Kabupaten Tanah Laut, Kalimantan Selatan",70882,Alam,"Area parkir, area makanan, toilet",https://kecbajuin.tanahlautkab.go.id/assets/images/6f0e56991072f03996b21a195af223bb.jpg,https://t-2.tstatic.net/banjarmasin/foto/bank/images/air-terjun-bajuin-pelaihari-01.jpg,,
Pantai Batakan,menuju Pantai Batakan bisa dibilang cukup bagus. Sehingga memudahkan wisatawan yang datang menggunakan jalur darat.,00:00,23:59,5000,-4.0720199300435835 ,114.65939919062501,4638,Kalimantan Selatan,Tanah Laut,panyipatan,"Jl. Pariwisata, Batakan, Kec. Panyipatan, Kabupaten Tanah Laut, Kalimantan Selatan",70871,Alam,"Area parkir, toilet, Pusat Informasi.",https://picture.triptrus.com/image/2014/06/pantai-batakan.jpeg,https://www.teras7.com/wp-content/uploads/2022/04/objek_wisata_1647308010-scaled.jpg,,
Museum WASAKA,"Museum WASAKA merupakan sebuah wisata sejarah berupa benda-benda yang dipajang di museum pada masa perjuangan masayarakat Kalimantan Selatan, Museum ini berada, Jln Adam Kompleks Haji Andir, Kampung Kenanga Ulu RT 14, Kelurahan Sungai Jingah, Kecamatan Banjarmasin Utara, Kota Banjarmasin. asal muasal Wasaka singkatan dari Waja Sampai Ka Puting yang berarti motto perjuangan masyarakat Kalimantan Selatan.",08:30,13:30,0,-3.3018490632201467 ,114.60950915342883,3254,Kalimantan Selatan,Banjarmasin,banjarmasin utara,"Jl. Kampung Kenanga, Sungai Jingah, Kec. Banjarmasin Utara, Kota Banjarmasin, Kalimantan Selatan",70122,Sejarah,"Area parkir, toilet, area makanan, pusat informasi",https://cdn.antaranews.com/cache/1200x800/2023/07/08/IMG_20230708_162408.jpg,https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEgHNlK4s70VtU_BwnBBI_Mor6wIfTi5E-VkHi-NqKy_9Xf-pTgOJqQRYUe8mu1LxaCQUP-gw5oAN9vY_fI8XZ4QUEwNkEWPtlJCw05iAo5RhBkjT9DVbJeMmg63hioBnncRDlGbsYLIrs0/s1600/IMG-20190415-WA0004.jpg,,
Kebun Raya Banua,Kebun Raya Banua adalah kebun raya dengan tanaman obat dan konservasi tanaman langka khas Kalimantan.,08:00,18:00,7000,-3.4628791614711107 ,114.82604496561414,1476,Kalimantan Selatan,BanjarBaru,cempaka,"Jl. Aneka Tambang, Palam, Kecamatan Cempaka, Kota BanjarBaru, Kalimantan Selatan",70732,alam,"Area parkir, toilet, penginapan, Pusat Informasi",https://i.ytimg.com/vi/AjlxpMNRkkI/maxresdefault.jpg,https://assets.promediateknologi.id/crop/0x0:0x0/750x500/webp/photo/2022/11/13/3240164709.jpg,,
Taman Hutan Raya Sultan Adam,"Taman hutan kota yang asri dan rindang di Banjarmasin. Di sini, Anda dapat bersantai, berolahraga, atau piknik bersama keluarga",00:00,23:59,0,-3.5192482166615235,114.95083094543926,3891,Kalimantan Selatan,Banjar,karang intan,"Cempaka, Mandi Angin Barat, Kec. Karang Intan, Kabupaten Banjar, Kalimantan Selatan 70661",70661,alam,"Area parkir, toilet, area makanan,wahana permainan, penginapan",https://upload.wikimedia.org/wikipedia/commons/thumb/c/c0/Gapura_Tahura_Sultan_Adam.jpg/1200px-Gapura_Tahura_Sultan_Adam.jpg,https://cdn.antaranews.com/cache/730x487/2019/08/25/IMG_1719.jpg,,
Amanah Borneo Park,"Kebun binatang dan taman hiburan di Banjarmasin. Di sini, Anda dapat melihat berbagai macam hewan, seperti orangutan, bekantan, dan harimau. Anda juga dapat menikmati wahana permainan yang seru",08:00,17:00,60000,-3.495556121322776,114.80926825515827,6511,Kalimantan Selatan,BanjarBaru,cempaka,"Jl. Taruna Bhakti, RT.12/RW.04, Palam, Kec. Cemp., Kota Banjar Baru, Kalimantan Selatan 70731",70731,alam,"Pusat Informasi, toilet, tempat sampah, wahana permainan",https://www.kanalkalimantan.com/wp-content/uploads/2020/10/IMG_20201003_204944.jpg,https://picture.triptrus.com/image/2017/10/amanah-borneo-park-1.jpeg,,
Bukit Matang Kaladan,"Bukit yang indah dengan pemandangan alam yang menakjubkan di Kabupaten Banjar. Di sini, Anda dapat mendaki gunung, camping, atau berfoto-foto",00:00,23:59,0,-3.5252370006586093,115.01085413512357,7301,Kalimantan Selatan,Banjar,aranio,"F2F5+RQM, Aranio, Kec. Aranio, Kabupaten Banjar, Kalimantan Selatan 70671",70671,alam,"Pusat Informasi, toilet, tempat sampah, area parkir",https://assets.promediateknologi.id/crop/0x0:0x0/750x500/webp/photo/2023/04/29/Bukit_Matang_Kaladanwidth-800format-webp-3532141217.jpg,https://nabilrental.com/wp-content/uploads/2022/09/bukit-matang-kaladan.jpeg,,
Pulau Kembang,Pulau kecil yang indah dengan pantai berpasir putih dan air laut yang jernih,00:00,23:59,0,-3.315252764806994,114.54028558523575,2918,Kalimantan Selatan,Barito Kuala,tamban,"Tinggiran II, Kec. Tamban, Kabupaten Barito Kuala, Kalimantan Selatan",70582,alam,"Pusat Informasi, toilet, tempat sampah, toko oleh-oleh",https://indonesiakaya.com/wp-content/uploads/2020/10/pulau_kembang_1290.jpg,https://asset-2.tstatic.net/banjarmasin/foto/bank/images/Objek-wisata-Pulau-Kembang-di-Kabupaten-Barito-Kuala-Batola-Kalsel-Senin-01052023.jpg,,
Pantai Takisung,"Pantai yang indah dengan tebing batu kapur yang tinggi dan air laut yang biru di Kabupaten Tanah Laut. Di sini, Anda dapat berenang, berjemur, atau memancing.",00:00,23:59,0,-3.8641888121570522,114.60840911776629,9152,Kalimantan Selatan,Tanah Laut,takisung,"Takisung, Kabupaten Tanah Laut, Kalimantan Selatan",70861,alam,"area makanan, toilet, tempat sampah, area parkir",https://assets.promediateknologi.id/crop/0x0:0x0/750x500/webp/photo/2023/07/02/Picsart_23-07-02_20-18-52-570-1431290833.jpg,https://cdn.idntimes.com/content-images/post/20211117/kegiatan-di-pantai-takisung-fc0a306d8fe50d5282d01ef8d70e8037.jpg,,
Danau Kakaban,Danau Kakaban adalah salah satu tempat wisata Kalimantan Timur yang wajib dikunjungi. Temnpat wisata Kalimantan Timur ini terkenal memiliki berbagai jenis ubur-ubur langka.,08:00,16:00,30000,2.1394181672076455,118.5168674931726,3260,Kalimantan Timur,Berau,Maratua,"4GXG+HWJ, Pulau Kakaban, Payung-Payung, Kalimantan Timur",77381,Alam,"pusat informasi, area parkir, toilet",https://jadesta.kemenparekraf.go.id/imgpost/107856.jpg,https://cdn.idntimes.com/content-images/community/2019/05/15538955-290276401367795-3247351843960913920-n-54de76251340c602be154d5a6163945a.jpg,,
Kepulauan Derawan,"Kepulauan Derawan adalah gugusan pulau yang terletak di Kabupaten Berau, Kalimantan Timur. Kepulauan ini terkenal dengan keindahan alamnya yang masih asri, dengan pantai berpasir putih, air laut jernih, dan terumbu karang yang indah.",00:00,23:59,600000,2.2598664516116576,118.41810553764249,20000,Kalimantan Timur,Berau,Maratua,"Kabupaten Berau, Kalimantan Timur.",77380,Alam,"area parkir , Tempat Ibadah , toilet , area makanan",https://images.tokopedia.net/blog-tokopedia-com/uploads/2019/06/wisata-derawan-1-Indoindians.jpg,https://jadesta.kemenparekraf.go.id/imgpost/62567.jpg,,
Danau Labuan Cermin,"Danau Labuan Cermin adalah danau yang terletak di Kabupaten Berau, Kalimantan Timur. Danau ini terkenal dengan airnya yang sangat jernih dan tenang. Pengunjung dapat berenang, berfoto, atau menikmati pemandangan danau yang indah.",08:00,17:00,50000,1.2527180716751944,118.6862720573069,12000,Kalimantan Timur,Berau,Biduk-biduk,"7M2M+VHP, Biduk-Biduk, Biduk Biduk, Kabupaten Berau, Kalimantan Timur 77373",77373,Alam,"area parkir, toilet, pusat informasi, toko oleh-oleh",https://www.mahakampos.com/wp-content/uploads/2021/10/Danau-Labuan-Cermin-photo-by-falahbayhaqiDotCom.jpg,https://indonesiakaya.com/wp-content/uploads/2020/10/labuan_cermin_1290.jpg,,
Telaga Biru Tulung Ni' Lenggo,"Telaga Biru Tulung Ni' Lenggo adalah danau yang terletak di Kabupaten Kutai Timur, Kalimantan Timur. Danau ini terkenal dengan airnya yang berwarna biru kehijauan dan dikelilingi oleh hutan yang masih asri.",08:00,17:00,10000,1.4152748439741696,118.35029788167795,4581,Kalimantan Timur,Berau,Batu Putih,"C88X+3P7, Tembudan, Kec. Batu Putih, Kabupaten Berau, Kalimantan Timur 77372",77372,Alam,"area parkir, wahana permainan, tempat sampah, pusat informasi,tempat ibadah",https://cdn.rri.co.id/berita/17/images/1696046313789-T/1696046313789-T.jpeg,https://berauterkini.co.id/wp-content/uploads/2023/10/IMG_0798.jpeg,,
Pulau Maratua,"MARATUA berada dalam gugusan Kepulauan Derawan Kabupaten Berau, salah satu pulau terluar di Kalimantan Timur yang berbatasan dengan Filipina Selatan dan Sabah, Malaysia Timur. Sejak lama Maratua dikenal sebagai tempat wisata bahari yang menampilkan keindahan pantai, aneka biota laut dengan bermacam jenis ikan, penyu dan keindahan bawah laut berupa terumbu karang yang sangat menarik. Juga hutan bakau dan mangrove serta pokok kelapa yang memagar pulau.",00:00,23:59,20000,2.2321920444517676,118.58006235042238,3902,Kalimantan Timur,Berau,Maratua,"Kabupaten Berau, Provinsi Kalimantan Timur.",77381,Alam,"pusat informasi, toilet, area parkir",https://public.urbanasia.com/images/post/2022/05/10/1652176348-Pemandangan-Pulau-Maratua.jpeg,https://img2.beritasatu.com/cache/investor/480x310-3/1616905295.jpg,,
Gua Haji Mangku,"Gua Haji Mangku adalah gua yang terletak di Kabupaten Kutai Timur, Kalimantan Timur. Gua ini terkenal dengan stalaktit dan stalagmitnya yang indah. Pengunjung dapat menjelajahi gua dan menikmati pemandangan stalaktit dan stalagmit yang menakjubkan.",08:00,17:00,5000,2.183727963358852,118.62554325764923,1200,Kalimantan Timur,Berau,Maratua,"5JMC+227, Tlk. Harapan, Kec. Maratua, Kabupaten Berau, Kalimantan Timur 77381",77381,Alam,"Toilet, area makanan, area parkir",https://indonesiakaya.com/wp-content/uploads/2020/10/Air_Gua_Haji_Mangku_rasanya_payau_namun_sangatlah_menyegarkan.jpg,https://cdn.idntimes.com/content-images/community/2020/05/goa-haji-mangku-0b5941c7b4092e09cda4fbc65f1b132b_600x400.jpg,,
Taman Nasional Kutai,"Taman Nasional Kutai adalah taman nasional yang terletak di Kabupaten Kutai Kartanegara, Kalimantan Timur. Taman ini terkenal dengan flora dan faunanya yang beragam, termasuk orangutan, bekantan, dan gajah.",08:00,17:00,500000,0.4413574490592662,117.11223942957777,2519,Kalimantan Timur,Kutai Timur ,Maratua,"C4R6+FC7, Sangatta Sel., Kec. Sangatta Sel., Kabupaten Kutai Timur, Kalimantan Timur 75553",75553,Alam,"penginapan,area makanan,Toilet",https://selasar.co/assets/images/news/2023/11/taman-nasional-kutai-surga-alam-di-kalimantan-timur-655b34a224d56.jpeg,https://photos.wikimapia.org/p/00/04/34/39/77_big.jpg,,
Bukit Batu Dinding,"Bukit Batu Dinding adalah bukit yang terletak di Kabupaten Kutai Timur, Kalimantan Timur. Bukit ini terkenal dengan pemandangan alamnya yang indah, dengan tebing batu yang tinggi dan air terjun yang jernih.",00:00,23:59,0,-0.9243439246886711,116.9743080588555,2000,Kalimantan Timur,Kutai Kartanegara,Samboja,"3XGF+5FR, Bukit Merdeka, Kec. Samboja, Kabupaten Kutai Kartanegara, Kalimantan Timur 75271",75271,Alam,"Toilet, area parkir, pusat informasi",https://cdns.klimg.com/merdeka.com/i/w/news/2018/04/05/959995/content_images/670x335/20180405023549-1-batu-dinding-balikpapan-004-tantri-setyorini.jpg,https://pergiyuk.com/wp-content/uploads/2022/11/Bukit-Batu-Dinding.jpg,,
Museum mulawarman,"Museum Negeri Propinsi Kalimantan timur “Mulawarman” merupakan objek wisata budaya yang bermuatan Ilmu Pengeetahuan dan Sejarah Kerajaan Kutai Kartenegara. Lokasi Museum Mulawarman berada ditengah kota Tenggarong, dari Balikpapan dapat di tempuh melalui jalur darat dan sungai dengan waktu tempuh sekitar satu jam.",08:30,16:30,10000,-0.41295766458118827,116.99161951791767,5000,Kalimantan Timur,Kutai Kartanegara,Tenggarong,"Jl. Diponegoro No.26, Panji, Kec. Tenggarong, Kabupaten Kutai Kartanegara, Kalimantan Timur 75513",75513,Alam,"toko oleh-oleh, toilet, pusat informasi",https://upload.wikimedia.org/wikipedia/commons/3/34/Museum_Mulawarman.jpg,https://indonesiakaya.com/wp-content/uploads/2020/10/3__IMG_0172_Salah_satu_koleksi_utama_Museum_Mulawarman_adalah_singgasana_Sultan_beserta_patung_Lembu_Suana_di_kedua_sisinya.jpg,,
Bukit Bangkirai,"Wisata ini menawarkan pesona hutan hujan tropis yang masih alami, yang dilengkapi dengan sarana dan prasarana wisata seperti area makanan, lamin untuk pertemuan, kolam renang, serta cottage maupun jungle cabin",09:00,17:00,3500,-1.0241759879961145,116.86854678784557,7668,Kalimantan Timur,Kutai Kartanegara,Samboja,"Karya Merdeka, Kec. Samboja, Kabupaten Kutai Kartanegara, Kalimantan Timur 75271",75271,Alam,"penginapan, area makanan, toilet, tempat sampah, area parkir",https://awsimages.detik.net.id/content/2016/04/28/1519/bang1.jpg,https://cdn.idntimes.com/content-images/community/2019/11/buk-cover-9e5f178decc892985051ad4300e1e5b5_600x400.jpg,,
Air Terjun Krayan,"Air Terjun Krayan adalah sebutan untuk beberapa air terjun indah yang terletak di pedalaman Kalimantan Utara, di Kabupaten Nunukan, tepatnya di wilayah Krayan, yang berbatasan dengan Malaysia. Air terjun ini terkenal dengan kealamiannya yang masih asri dan airnya yang jernih.",00:00,23:59,0,4.010417249836094,116.53043609886221,1908,Kalimantan Utara,Nunukan,Krayan Induk,"WM4P+F77, Pa Kemut, Krayan, Kabupaten Nunukan, Kalimantan Utara 77456",77456,Alam,"Toilet, pusat informasi, ",https://bengkuluekspress.disway.id/upload/e53cb98f31bc9c9fe9dc968cb0195f4b.jpg,https://bengkuluekspress.disway.id/upload/medium/f8bee854e6bfc75ebda64c1755ef8a37.jpg,,
Pantai Amal,"Pantai yang indah dengan pasir putih dan air laut yang jernih di Kota Tarakan. Di sini, Anda dapat berenang, berjemur, atau bermain voli pantai.",00:00,23:59,0,3.3066407352829916,117.66101873070261,5992,Kalimantan Utara,Tarakan,Tarakan Timur,"Pantai Amal, Kec. Tarakan Tim., Kota Tarakan, Kalimantan Utara",77115,Alam,"toilet ,area makanan, area parkir",https://kaltara.jadesta.com/imgpost/72992.jpg,https://cdn1-production-images-kly.akamaized.net/YiE_xvbGKIT7fkIExGgI3KN6l8E=/500x281/smart/filters:quality(75):strip_icc():format(webp)/kly-media-production/medias/3654335/original/038819500_1638787069-asasasaa__1_.JPG,,
Museum Sejarah Tarakan,"Museum yang menyimpan koleksi benda-benda bersejarah dari Perang Dunia II di Kota Tarakan. Di sini, Anda dapat mempelajari tentang peristiwa perang yang terjadi di Tarakan pada masa lalu",08:00,16:00,5000,3.2989343439883188,117.62186082532732,3428,Kalimantan Utara,Tarakan,Tarakan Timur,"7JXC+G4J, Kp. Empat, Kec. Tarakan Tim., Kota Tarakan, Kalimantan Utara",71121,Sejarah,"pusat informasi, toilet, area parkir",https://asset.kompas.com/crops/59VMQqHtTqsRf5LQ-a7OXZm-Jt0=/0x0:999x666/750x500/data/photo/2019/10/29/5db7fb6e77aa7.jpg,https://museum.co.id/wp-content/uploads/2020/09/dev-mengenal-tarakan-dari-museum-perang-dunia-ii-4.jpeg,,
