name,description,open_time,close_time,entry_price,latitude,longitude,visit_count,provinces,city,subdistrict,street_name,zip_code,categories,facilities,url_image,url_image_2,url_video,url_video_2
Taman Nasional Kayan Mentarang,"Taman nasional yang luas dengan hutan hujan tropis yang masih alami di Kabupaten Malinau dan Kabupaten Bulungan. Di sini, Anda dapat melihat berbagai macam flora dan fauna, seperti orangutan, bekantan, dan bunga anggrek",07:30,16:00,10000,2.8719186959320564,115.37975567190672,4452,Kalimantan Utara,Malinau,Bahau hulu,"V9CH+PCG, Balai Taman Nasional Kayan Mentarang Pemda, Jl. Pusat Pemerintahan, Tanjung Belimbing, Pujungan, Kabupaten Malinau, Kalimantan Utara 77562",77562,Alam,"pusat informasi, toilet, area makanan, toko oleh-oleh",https://bumijourney.com/wp-content/uploads/2022/10/Kayan-Mentarang-National-Park-3.png,https://upload.wikimedia.org/wikipedia/commons/d/d9/Boat_A.JPG,,
Kawasan Konservasi Mangrove dan Bekantan,"Kawasan konservasi yang melindungi hutan mangrove dan habitat bekantan di Kota Tarakan. Di sini, Anda dapat melihat bekantan di habitat aslinya dan belajar tentang pentingnya konservasi hutan mangrove",08:00,17:00,5000,3.3055926214058435,117.57856462163011,3730,Kalimantan Utara,Tarakan,Tarakan Barat,"Karang Rejo, Tarakan Barat, Karang Rejo, Kec. Tarakan Bar., Kota Tarakan, Kalimantan Utara, Indonesia",77112,Alam,"Pusat informasi, tempat sampah, toilet",https://blue-forests.org/wp-content/uploads/2020/03/Visiting-the-Bekantan-Blue-Forests.jpeg,https://2.bp.blogspot.com/-R_tz0Y074-8/VzP9ECDfhZI/AAAAAAAASUQ/G_zAEmhuFRwKWmH-Os3vy3zMZ7WZQlJogCLcB/s1600/01%2BPintu%2Bmasuk%2BKKMB.JPG,,
Pantai Eching,"Di Kaltara Anda juga bisa memilih destinasi lain selain hutan dan pegunungan, misalnya saja pantai Eching ini. Sangat cocok membawa keluarga untuk berlibur ke pantai ini karena ombaknya yang tenang, aman untuk berenang. Selain itu, Anda dapat memancing ikan karena tersedia tempat khusus untuk itu.",00:00,23:59,5000,4.093479035246732,117.71621091343667,7020,Kalimantan Utara,Nunukan,Nunukan Selatan,"Nunukan Sel., Kabupaten Nunukan, Kalimantan Utara 77482",77482,Alam,"toilet, area parkir, area makanan, tempat sampah, toko oleh-oleh",https://pergiyuk.com/wp-content/uploads/2022/11/Pantai-Eching.jpg,https://asset-2.tstatic.net/kaltara/foto/bank/images/suasana-pantai-ecing-nunukan-jalan-ujang-dewa-sedadap-dtjy.jpg,,
Pantai Kayu Angin,"Pantai ini memiliki pasir yang sangat lembut, serta air lautnya yang kebiruan saat pasang menambah sensasi keindahan pantai Kayu Angin.",00:00,23:59,10000,4.053576674968709,117.91713018167142,7130,Kalimantan Utara,Nunukan,Sebatik,"Tanjung Karang RT. 7, Sebatik, Tj. Karang, Kec. Sebatik, Kabupaten Nunukan, Kalimantan Utara 77483",77483,Alam,"wahana permainan, area makanan, toilet",https://asset.kompas.com/crops/ksXv7RdqjcGKAXL2qs52NNj-wTo=/0x0:1000x667/750x500/data/photo/2017/11/19/2808213974.JPG,https://lensa.suakaonline.com/wp-content/uploads/2021/07/picsart_07-31-12.21.19-800x450.jpg,,
Pulau Sebatik,"Selain menikmati wisata alam yang menarik dan budaya setempat yang masih kental, Anda akan mendapatkan satu keunikan dari tempat penuh pesona ini. Hal unik dari pulau yang berbatasan langsung dengan negara tetangga tersebut adalah dua mata uang yang digunakan secara bersama.",00:00,23:59,0,4.145031718023201,117.78160688860494,3000,Kalimantan Utara,Nunukan,Sebatik,"Tanjung Karang, Kecamatan Sebatik, Nunukan, Kalimantan Utara",77483,Alam,"penginapan, toilet, wahana permainan, area makanan",https://assets.promediateknologi.id/crop/0x0:0x0/750x500/webp/photo/sinarharapan/2020/01/24/643-sebatik.jpg,https://static.promediateknologi.id/crop/0x0:0x0/0x0/webp/photo/prokal/rakyatkaltara/2022/05/06/8cd700e76abc01d53c68fdd51c8d0c5c.JPG,,
Keburau Rafting,Keburau Rafting adalah destinasi wisata alam yang ada di desa Long Beluah. Tempat ini merupakan medan arung jeram yang lengkap dengan suasana alam sekitar yang indah.,08:00,17:00,450000,2.6980671126319784,117.11865921231038,2301,Kalimantan Utara,Bulungan,Tanjung lapas Barat,"M4X9+528, Long Beluah, Kec. Tj. Palas Bar., Kabupaten Bulungan, Kalimantan Utara 77261",77261,alam,"wahana permainan, toilet, area parkir, area makanan",https://static.promediateknologi.id/crop/0x0:0x0/0x0/webp/photo/radartarakan/2018/07/menantang-kelokan-jeram-keburau.JPG,https://turisian.com/wp-content/uploads/2022/06/Arung-Jeram-Keburau.jpg,,
Dermaga Tidung,Dermaga Tidung adalah tempat yang dikenal juga dengan sebutan Dermaga Cinta. Pasalnya di dermaga tersebut diklaim sebagai spot terbaik menikmati sunset. Maka tak heran masyarakat ramai datang mengunjungi tempat ini. Belum lagi Anda dapat memancing juga di bawah dermaga,00:00,23:59,5000,3.626519384090149,117.26281948989372,4000,Kalimantan Utara,Tana Tidung,Sesayap Hilir,"Menjelutung, Sesayap Hilir, Kabupaten Tana Tidung, Kalimantan Utara",77453,Alam,"area parkir, toilet, penginapan, area makanan",https://cdn1-production-images-kly.akamaized.net/JiGGePOrMHTuQbjZuv547jyQvHY=/1200x900/smart/filters:quality(75):strip_icc():format(webp)/kly-media-production/medias/3990415/original/047797300_1649536136-Tidung_1.JPG,https://asset-2.tstatic.net/kaltara/foto/bank/images/objek-wisata-di-ktt.jpg,,
Pulau Lembeh,"Bagi pecinta diving, kamu nggak akan kehabisan spot diving deh kalau liburan ke Sulawesi Utara. Tapi, kalau mencari spot yang paling cantik maka pesona keindahan bawah laut Pulau Lembeh ini tiada duanya.",00:00,23:59,0,1.5231469957505073,125.14295093199732,4387,Sulawesi Utara,bitung,Lembeh Utara,"Pulau Lembeh, Kota Bitung, Sulawesi Utara.",95557,alam,"Pusat Informasi, toilet, tempat sampah, wahana permainan",https://indonesia.go.id/assets/upload/headline/1577167651_Ecotourism_Sulawesi_Utara__(1)_thumb.jpeg,https://phinemo.com/wp-content/uploads/2018/01/18722308_940816526061584_863125097479667712_n.jpg,,
Pulau Mahoro,Pulau Maharo memang terpencil. Letaknya termasuk dalam kawasan Nusa Utara yang merupakan garda depan pulau-pulau terluar Nusantara yang berbatasan dengan Filipina.,00:00,23:59,10000,2.658381580263892 ,125.45540364654985,5487,Sulawesi Utara,siau tagulandang biaro,siau timur,"Tapile, Kec. Siau Tim. Sel., Kabupaten Siau Tagulandang Biaro, Sulawesi Utara",95861,alam,"Pusat Informasi, toilet, tempat sampah, area parkir",https://cdn.idntimes.com/content-images/community/2022/08/180274957-877954312754039-5016636592719977618-n-28598b7784be39d2a0e7a69c686d02c1-19692a7fb6a07ae58aeb7f51a6328f93_600x400.jpg,https://koranmanado.co.id/foto_berita/1189977370-fb_img_1651848179000.jpg,,
Batu Dinding Kilo 3 Amurang,"Batu Dinding memiliki bebatuan keras jenis andersit. Sejumlah jalur dengan tingkat kesulitan pemanjatan di Tebing Kilo Tiga terbilang sulit, bahkan beberapa pemajat tebing Nasional mengakui bahwa Batu Dinding Kilo Tiga adalah tebing alami yang paling sulit di antara tebing-tebing se Indonesia bahkan di dunia.",08:00,00:00,0,1.1562305374426447 ,124.57470684214137,3654,Sulawesi Utara,minahasa,amurang,"5H3H+CGF, Buyungon, Kec. Amurang, Kabupaten Minahasa Selatan, Sulawesi Utara",95957,alam,"Pusat Informasi, toilet, tempat sampah, toko oleh-oleh",https://www.celebes.co/wp-content/uploads/2022/01/Wisata-Alam-Batu-Dinding-Kilo-Tiga-Amurang.jpg,https://betv.disway.id/upload/d6114bf5dc9ae68c76767157d4b4d722.jpeg,,
Hutan Pinus Lahendong,pinus yang menjulang tinggi tentu membuat pikiran kita terasa lebih segar. Apalagi bagi kamu yang jenuh dan lelah dengan rutinitas harian yang menyita sebagian besar waktu.,09:00,18:00,25000,1.2847198194132539,124.82057983116127,3645,Sulawesi Utara,Tomohon,tomohon selatan,"7RMF+J7C, Jalan Lahendong, Lahendong, Tomohon Selatan, Lahendong, Kec. Tomohon Sel., Kota Tomohon, Sulawesi Utara",95435,alam,"area makanan, toilet, tempat sampah, area parkir",https://img.inews.co.id/media/1200/files/inews_new/2023/03/02/Hutan_Pinus_Lahendong.jpg,https://www.celebes.co/wp-content/uploads/2021/11/Hutan-Pinus-Tomohon-Yang-Mempesona-Dan-Menarik-Di-Sulawesi-Utara.jpg,,
Air Terjun Tumimperas,"Hal ini tak lepas dari suara air yang terjun dan menimpa bebatuan sungai di sana sehingga menghasilkan suara merdu nan alami. Dalam bahasa Tombulu, merdu disebut Tumimperas.",00:00,23:59,0,1.2971657384221482 ,124.77955381843337,2896,Sulawesi Utara,Tomohon,tomohon selatan,"Pinaras, Tomohon Sel., Kota Tomohon, Sulawesi Utara",95434,alam,"area parkir, area makanan, Toilet, Tempat Ibadah, wahana permainan",https://cdn.idntimes.com/content-images/community/2022/01/41837598-343642993047705-5415685651389239448-n-fd70c7445c745a76bc9eb4db99b4993e-0960cdc06e2c637b46539ff746fae8e1_600x400.jpg,https://amazingtomohon.com/wp-content/uploads/2013/11/TAR_9171.jpg,,
Patung Yesus Memberkati,"Patung setinggi 30 meter dengan penyangga setinggi 20 meter ini disebut-sebut sebagai sala satu Patung Kristus termegah di dunia, nggak kalah sama yang ada di Rio de Janeiro, Brazil. Dari kejauhan, keindahan patung ini sudah terlihat jelas dengan jubah yang seakan-akan terbang tertiup angin.",00:00,23:59,0,1.4389536909284648 ,124.84374070322806,3298,Sulawesi Utara,manado,malalayang,"CRQX+53R, Winangun Satu, Kec. Malalayang, Kota Manado, Sulawesi Utara",95885,alam,"area parkir, area makanan, Toilet, Tempat Ibadah, Pusat informasi, Toko oleh-oleh",https://indonesiakaya.com/wp-content/uploads/2020/10/HP-PI-04-HEADPHOTO-YESUS.jpg,https://asset.kompas.com/crops/FyH1E37GN8y5nGZALhsH2nNbedQ=/112x0:712x400/750x500/data/photo/2022/02/21/6212770cb2aee.jpg,,
Bukit Padies Kimuwu,"Bukit Padies Kimuwu ini langsung mencuri perhatian wisatawan. Wajar saja, apapun jenis wisata yang kamu cari bisa ditemukan di sini! Lagipula lokasinya juga tidak jauh dari pusat Kota Manado, kamu hanya perlu berkendara 30 menit saja.",09:00,20:00,15000,1.4212549453672574 ,124.8232012184331,2943,Sulawesi Utara,minahasa,Pineleng,"Jl. Menuju ke Salib, Desa Warembungan jaga IV, Kecamatan, Kec. Pineleng, Kabupaten Minahasa, Sulawesi Utara 95661",95661,alam,"area parkir, area makanan, toilet, Tempat Ibadah",https://img.inews.co.id/media/1200/files/inews_new/2022/06/05/wisata_budaya.jpg,https://asset.kompas.com/crops/XPSs2VLhoSZKDTiZT7jrqUBMyeY=/0x0:0x0/1200x800/data/photo/2023/08/08/64d184354041f.jpg,,
Puncak Tetetana Kumelembuai,"wilayah Sulawesi Utara mulai dari Kota Manado, Kota Bitung, Kota Tomohon, Minahasa, Minahasa Utara, bahkan Pulau Manado Tua yang ada di Bunaken juga terlihat dari sini.",08:00,18:00,20000,1.3693034043450958 ,124.88732799808277,3681,Sulawesi Utara,Minahasa,tomohon timur,"9V8Q+FR7, Kumelembuay, Kec. Tomohon Tim., Kabupaten Minahasa, Sulawesi Utara",95449,alam,"gardu pandang, taman bunga, area makanan, toilet, dan Tempat Ibadah",https://www.wonderfulmanado.org/wp-content/uploads/2023/05/OIP.jpg,https://i.ytimg.com/vi/TuLTxEU2NQo/maxresdefault.jpg,,
Bukit Doa Mahawu Tomohon,Pemandangan alam yang hijau dan indah berpadu dengan hawa yang sejuk menjadi daya tarik utama dari Bukit Doa Tomohon atau yang kerap dijuluki Kelong Garden.,09:00,17:00,25.000,1.3493884848352977 ,124.8472810391038,2347,Sulawesi Utara,Tomohon,Tomohon Utara,"Kakaskasen Tiga, Kec. Tomohon Utara, Kota Tomohon, Sulawesi Utara.",95417,alam,"Pusat Informasi, Toilet, Area parkir, Toko Oleh-Oleh",https://asset.kompas.com/crops/K_q7iF7RnbIgDFRy3NNxnYkciHc=/0x0:0x0/750x500/data/photo/2023/08/12/64d71e3bb6f51.jpg,https://public.urbanasia.com/images/post/2021/03/04/1614863582-Bukit-doa-tomohon.jpg,,
Kai Santi,kai santi berada di ketinggian 1100 mdpl membuat kamu bisa puas memandang keindahan Sulawesi Utara.,08:00,20:00,35000,1.3243690888166895 ,124.80141343540379,20000,Sulawesi Utara,Tomohon,tomohon barat,": Jl. Woloan Kayawu, Woloan Dua, Tomohon Bar., Kota Tomohon, Sulawesi Utara",95422,alam,"Penginapan, area makanan, area parkir, tempat sampah, toko oleh-oleh",https://assets-a1.kompasiana.com/items/album/2019/09/23/kaisanti2-5d88daed097f3674163c0172.jpg,https://cdn.idntimes.com/content-images/community/2022/01/69748400-715058249009052-3835143697024022853-n-fd70c7445c745a76bc9eb4db99b4993e-a45b0373adbf766d63225cc96383b536_600x400.jpg,,
Pulo Cinta,"Pulau yang merupakan salah satu pulau kecil di sebelah selatan daratan Gorontalo ini awalnya memang tak berpenghuni, namun saat ini pulau ini dikembangkan menjadi kawasan resort yang memiliki berbagai fasilitas wisata eksklusif dan romantis",00:00,23:59,3500000,0.4510359338505538,122.2930398607808,4821,Gorontalo,Boalemo,Botumoito,"Patoameme, Kec. Botumoito, Kabupaten Boalemo, Gorontalo",96264,alam,"area makanan, toilet, pusat informasi",https://img.okezone.com/content/2021/12/08/406/2513866/heboh-2-vila-di-pulo-cinta-gorontalo-ambruk-ini-penampakannya-wulIC7182q.jpg,https://asset.kompas.com/crops/5LnA0MzPBfMXSnX_rd_GzyoDqrQ=/3x37:945x665/750x500/data/photo/2022/03/23/623a9742859a2.jpg,,
Pulau saronde,"Pulau Saronde memiliki luas sekitar 8 hektar, dan terdiri dari dataran pasir putih, bukit, dan hutan. Pulau ini memiliki pantai yang indah, air laut yang jernih, dan terumbu karang yang masih alami.",00:00,23:59,25000,0.9265360575203933,122.86332637163284,2390,Gorontalo,Gorontalo Utara,Kwandang,"WVG7+GHJ, Moluo, Kec. Kwandang, Kabupaten Gorontalo Utara, Gorontalo",96133,alam,"tempat sampah, toilet, penginapan, area makanan",https://static.promediateknologi.id/crop/0x0:0x0/0x0/webp/photo/gorontalopost/2021/05/SARONDE.jpg,"https://blue.kumparan.com/image/upload/fl_progressive,fl_lossy,c_fill,q_auto:best,w_640/v1554113627/rpkbc4lnrmqztveci8qn.jpg",,
Wisata Hiu Paus Botubarani,"Salah satu fenomena keindahan alam Indonesia adalah menyaksikan secara langsung Hiu Paus yang mendunia. Adanya di Pantai Botubarani, wilayah Desa Botubarani, Kabupaten Bone Bolango, Provinsi Gorontalo. Mari melihat geliat ikan besar bertotol putih abu-abu itu dari atas perahu, atau bisa langsung menyelam di perairan Botubarani",06:00,17:00,50000,0.47474261608329504,123.10166429271524,5000,Gorontalo,Bone Bolango,Kabila Bone,"Botubarani, Kec. Kabila Bone, Kabupaten Bone Bolango, Gorontalo 96117",96117,alam,"wahana permainan, tempat makan, toilet",https://cdn.antaranews.com/cache/1200x800/2023/08/29/Whale-Shark.jpg,https://images.solopos.com/2023/12/WISATA-HIU-PAUS-1.jpg,,
Puncak Dulamayo,"Puncak Dulamayo adalah sebuah destinasi wisata alam yang terletak di Desa Dulamayo Selatan, Kecamatan Telaga, Kabupaten Gorontalo, Provinsi Gorontalo, Indonesia. Tempat ini terkenal dengan hamparan hutan pinus dan pemandangan alam yang indah.",00:00,23:59,10000,0.7178757759696459,123.03738169141214,3200,Gorontalo,Gorontalo,Telaga,"P29P+4JP, Dulamayo Sel., Kec. Telaga, Kabupaten Gorontalo, Gorontalo 96181",96181,alam,"toilet, toko oleh-oleh, area parkir",https://img.inews.co.id/media/600/files/inews_new/2019/08/27/gunung2.jpg,"https://cdn0-production-images-kly.akamaized.net/3MHXM6x1kkMyKsE0PgXP3qRU42k=/0x0:4000x3000/1200x1200/filters:quality(75):strip_icc():format(webp):watermark(kly-media-production/assets/images/watermarks/liputan6/watermark-color-square-new.png,1100,20,0)/kly-media-production/medias/3026265/original/069473000_1579449857-IMG_20200119_060040.jpg",,
Wisata Pulau Diyonumo ,"Pulau Diyonumo adalah sebuah pulau kecil yang tersembunyi di Teluk Tomini, Kabupaten Gorontalo Utara, Provinsi Gorontalo, Indonesia. Pulau ini terkenal dengan keindahan alamnya yang masih asri dan belum tersentuh oleh pariwisata massal.",00:00,23:59,5000,0.9884643433299467,122.52751169647698,2400,Gorontalo,Gorontalo Utara,Sumalata,"Deme II, Kec. Sumalata, Kabupaten Gorontalo Utara, Gorontalo",96261,alam,"pusat informasi, toilet, area makanan,area parkir",https://cdn0-production-images-kly.akamaized.net/DSmwPehzptFpuPtV5rS2FbO4d_0=/1200x1200/smart/filters:quality(75):strip_icc():format(webp)/kly-media-production/medias/1664602/original/050590100_1501515576-20170801-salam_pagi-pulau_diyonumo2-gorontalo.jpg,https://bengkuluekspress.disway.id/upload/4336a51093a7b99fc460772b56b6ebca.jpg,,
Benteng Otanaha,Benteng ini merupakan bangunan peninggalan pada masa penjajahan Portugis. Saat itu tentara Portugis ingin tinggal sementara karena kapalnya mendapat serangan bajak laut dan mengalami cuaca buruk.,06:00,18:00,5000,0.5484312743649604,123.00950714119485,,Gorontalo,Gorontalo,Kota Baru,"Dembe I, Kec. Kota Bar., Kota Gorontalo, Gorontalo 96181",96181,Sejarah,"area parkir, area makanan, toilet",https://traverse.id/wp-content/uploads/2019/08/Benteng-Otanaha-Saksi-Bisu-Kejayaan-Gorontalo--e1567059623302.jpeg,https://asset.kompas.com/crops/JqjG8H7VV2JWTtk_WmFojnf3QYA=/162x80:1118x717/750x500/data/photo/2019/10/24/5db08b65c085a.jpeg,,
Desa Wisata Religi Bongo,Desa Adat Bubohu yang telah ditetapkan sebagai desa wisata religius oleh Pemerintah Provinsi Gorontalo karena pesona dari wisata budaya yang tersimpan baik di desa ini. Desa adat ini juga merupakan sebuah pesantren alam di mana di dalamnya terdapat para santri yang tengah menimba ilmu agama Islam.,07:00,21:00,0,0.4998392901252175,123.0334781372643,8000,Gorontalo,Gorontalo,Batudaa Pantai,"F2XM+V5, Bongo, Kec. Batudaa Pantai, Kabupaten Gorontalo, Gorontalo 96132",96132,Seni Budaya,"toilet, area parkir, tempat ibadah, area makanan, pusat informasi","https://blue.kumparan.com/image/upload/fl_progressive,fl_lossy,c_fill,q_auto:best,w_640/v1554430264/hhth3sabq9lb7ckxs3sn.jpg",https://static.promediateknologi.id/crop/0x0:0x0/750x500/webp/photo/indizone/2021/11/07/XxslyEr/intip-keindahan-alam-dan-wisata-religi-di-desa-bubohu-gorontalo60.jpg,,
Taman Wisata Laut Olele,Taman Laut Olele menjadi salah satu destinasi wisata unik di Gorontalo. Area wisata ini termasuk ke dalam kawasan Teluk Tomini. Ombak di taman laut ini tergolong tenang sehingga aman jika ingin berenang. Wisata unggulan yang ada di Taman Laut Olele yaitu pusat informasi.,00:00,23:59,50000,0.4101555498907955,123.15331414726778,5000,Gorontalo,Bone Bolango,Kabila Bone,"Olele, Kec. Kabila Bone, Kabupaten Bone Bolango, Gorontalo 96553",96553,alam,"penginapan, area makanan, area parkir, toilet, toko oleh-oleh",https://www.wowkeren.com/display/images/photo/2019/10/28/00280227_6.jpg,https://asset.kompas.com/crops/XOpjDsuuN4kjdGtCVY-zzRUkrvE=/0x0:5472x3648/750x500/data/photo/2019/10/27/5db544ae085e7.jpg,,
Danau Limboto,"Danau ini terletak di Kecamatan Limboto, tepatnya pada Provinsi Gorontalo. Danau ini cukup terkenal, karena menjadi pusat dari muara beberapa sungai di Sulawesi. Aliran sungai yang berasal dari Danau Limboto seperti Sungai Bionga, Sungai Molalahu, Sungai Bone Bolango, Sungai Alo, serta Sungai Daenaa. Setidaknya Danau Limboto menjadi muara dari 23 sungai, yang mengaliri Sulawesi.",00:00,23:59,0,0.5770246313445219,123.00754313542703,4600,Gorontalo,Gorontalo,Telaga Jaya,"H2G4+QR4, Buhu, Kec. Telaga Jaya, Kabupaten Gorontalo, Gorontalo 96181",96181,alam,"area parkir, pusat informasi, tempat sampah",https://indonesia.go.id/assets/upload/headline/1607306068_limboto_thumb.jpeg,https://assets.promediateknologi.id/crop/0x0:0x0/750x500/webp/photo/2023/05/22/foto-content-2023-05-22T094309834-Fisqiyyah-Awawin-230102179.png,,
Taman Wisata Tangga 2000,"Taman wisata ini menawarkan perpaduan antara wisata alam dan wisata budaya. Pengunjung dapat menikmati pemandangan Teluk Gorontalo yang eksotis, dengan perairan laut yang jernih, hamparan pasir putih, dan keindahan alam yang menawan.",00:00,23:59,20000,0.5071377756904271,123.05819228404982,1014,Gorontalo,Gorontalo,Hulonthalangi,"G345+Q3F, Pohe, Kec. Hulonthalangi, Kabupaten Gorontalo, Gorontalo 96133",96133,alam,"area parkir, pusat informasi, tempat sampah, area makanan",https://www.balioh.com/wp-content/uploads/2023/05/taman-wisata-tangga-2000.jpg,https://asset-2.tstatic.net/gorontalo/foto/bank/images/10082022_Wisata-Gorontalo_Tangga-2000_.jpg,,
Taman Nasional Lore Lindu,"taman nasional terbesar di Sulawesi Tengah dan merupakan rumah bagi berbagai flora dan fauna yang unik, termasuk anoa, tarsius, dan burung maleo.",00:00,23:59,5000,-1.3026795066103811 ,120.23643175145831,532,Sulawesi Tengah,Palu,Palu Utara,"Jl. Palu-Poso Km. 24, Lore Lindu, Palu Utara, Kota Palu, Sulawesi Tengah",75612,alam,"Pusat Informasi, area parkir, tempat sampah",https://asset-2.tstatic.net/tribunnewswiki/foto/bank/images/Taman-Nasional-Lore-Lindu.jpg,https://trilogi.co.id/wp-content/uploads/2019/06/megalit.jpg,,
Kepulauan Togean,"gugusan pulau yang indah di Teluk Tomini, Sulawesi Tengah.",00:00,23:59,100000,-0.3266952439257994 ,122.23854042126891,3257,Sulawesi Tengah,tojo una - una ,togean,"Kabupaten Tojo Una-Una, Sulawesi Tengah",94686,alam,"Penginapan, Pusat Informasi, area parkir, area makanan",https://cdn.antaranews.com/cache/1200x800/2019/12/13/TOGEAN-ISLAND.jpg,"https://blue.kumparan.com/image/upload/fl_progressive,fl_lossy,c_fill,q_auto:best,w_640/v1515124152/fbmfzgkbyjv02ujbgnmj.jpg",,
Danau Poso,"Danau terbesar di Sulawesi Tengah ini terkenal dengan airnya yang jernih dan pemandangannya yang indah. Di sini kamu bisa memancing, berenang, atau naik perahu.",00:00,23:59,10000,-1.7679701444310674,120.63833009561976,3000,Sulawesi Tengah,Poso,Pamona barat,"Pamona Pusalemba, Sangele, Pamona Pusalemba, Kabupaten Poso, Sulawesi Tengah ",94663,alam,"penginapan, area makanan, area parkir, toilet, toko oleh-oleh",https://bafageh.com/uploads/images/blog/245185_poso.png,https://kinerjaekselen.co/wp-content/uploads/2023/10/Danau-Terbesar-Dan-Terdalam-Ke-Tiga.png,,
Air Terjun Saluopa,Air terjun ini memiliki ketinggian 120 meter dan dikelilingi oleh hutan yang rimbun. Airnya yang segar dan pemandangannya yang indah membuat air terjun ini menjadi tempat wisata yang populer.,08:00,17:00,10000,-1.7518421790093262,120.54137460473346,6090,Sulawesi Tengah,Poso,Pamona Utara,"6GXR+59X, Leboni, Pamona Pusalemba, Kabupaten Poso, Sulawesi Tengah ",94663,alam,"pusat informasi, area makanan, toilet",https://www.djkn.kemenkeu.go.id/files/images/2020/11/ft53.jpg,https://assets.promediateknologi.id/crop/107x848:973x1427/750x500/webp/photo/2022/10/09/2834280601.jpg,,
Lembah Bada,"Lembah ini terkenal dengan peninggalan megalitikumnya yang berusia ribuan tahun. Di sini kamu bisa melihat rumah adat Bada, kuburan megalitikum, dan petroglif.",00:00,23:59,10000,-1.8771864389586723,120.24944693764839,3900,Sulawesi Tengah,Poso,Lore Barat,"Kolori, Kec. Lore Bar., Kabupaten Poso, Sulawesi Tengah",94654,alam,"pusat informasi, toilet",https://cdn0-production-images-kly.akamaized.net/x2rSbGzgLmH7qr_iRFXuwqURbTM=/800x450/smart/filters:quality(75):strip_icc():format(webp)/kly-media-production/medias/1256021/original/002421000_1465201188-bada4.jpg,https://www.djkn.kemenkeu.go.id/files/images/2023/11/IMG_3419.jpg,,
Air Terjun Salodik,Air terjun ini memiliki ketinggian 80 meter dan dikelilingi oleh hutan yang rimbun. Airnya yang segar dan pemandangannya yang indah membuat air terjun ini menjadi tempat wisata yang populer.,00:00,23:59,2500,-0.8304579257183653,122.8704654832907,5700,Sulawesi Tengah,Banggai,Luwuk,"Jl. Trans Sulawesi, Salodik, Luwuk, Kabupaten Banggai, Sulawesi Tengah ",94716,alam,"pusat informasi, toilet, area makanan",https://cdn.digitaldesa.com/uploads/profil/72.01.09.2056/berita/3a582121742b4cc9e45a02b70d7eb524.jpeg,https://cdn.idntimes.com/content-images/community/2022/01/ayodolan-ckqi05zhqlp-copy-896x1120-899b59f0f65acad798d392c407f4ab92-d4ba25604d2acee93564e5998499a6c2.jpg,,
Pulau Dua,"Pulau ini terkenal dengan pantainya yang indah dan air lautnya yang jernih. Di sini kamu bisa pusat informasi, diving, dan berjemur.",00:00,23:59,35000,-0.8275770506177756 ,123.4390948961287,2859,Sulawesi Tengah,Banggai,balantak utara,"Desa Kampangar, Kecamatan Balantak Utara, Kabupaten Banggai, Provinsi Sulawesi Tengah",94775,alam,"penginapan, area makanan, area parkir, toilet",https://upload.wikimedia.org/wikipedia/commons/b/be/%22Pulo-Dua-Balantak.jpg%22.jpg,https://cdn.idntimes.com/content-images/community/2023/03/64501468-151614959301350-6472141197189695426-n-4f80488ed0a22c318a049cac95396ca2_600x400.jpg,,
Pantai Tanjung Karang,"Pantai ini terkenal dengan pasir putihnya yang halus dan air lautnya yang biru. Di sini kamu bisa berenang, berjemur, dan bermain pasir.",00:00,23:59,10000,-0.6402856970942741,119.74024060406425,14571,Sulawesi Tengah,Donggala,Banawa,"Labuan Bajo, Kec. Banawa, Kabupaten Donggala, Sulawesi Tengah 94351",94351,alam,"pusat informasi, toilet, penginapan, wahana permainan",https://cdn.antaranews.com/cache/1200x800/2023/07/02/IMG_20230701_144105-2.jpg,https://assets.promediateknologi.id/crop/0x0:0x0/750x500/webp/photo/2023/04/24/1682327405873-2956369966.jpg,,
Museum Sulawesi Tengah,Museum ini menyimpan berbagai koleksi benda bersejarah yang berasal dari Sulawesi Tengah. Di sini kamu bisa belajar tentang sejarah dan budaya Sulawesi Tengah.,08:00,15:30,100000,-5.901893036292057 ,117.17803028878775,4386,Sulawesi Tengah,palu,palu barat,"Jl. Kemiri No.23, Kamonji, Kec. Palu Bar., Kota Palu, Sulawesi Tengah 94111",94111,Sejarah,"pusat informasi, toilet, area parkir,tempat sampah",https://museum.kemdikbud.go.id/storage/assets/images/museums/37/2023-01-13_8071.jpg,https://assets-a1.kompasiana.com/items/album/2021/10/12/img-20211011-215545-616506450101903e5526e3b2.jpg,,
Tugu Nosarara Nosabatutu,Tugu ini merupakan ikon Kota Palu dan menjadi simbol persatuan dan kesatuan masyarakat Sulawesi Tengah.,08:00,22:00,5000,-0.8565429160567828 ,119.91350165414165,2530,Sulawesi Tengah,palu,palu timur,"Tim, Tondo, Kec. Palu Tim., Kota Palu, Sulawesi Tengah",94119,seni budaya,"area parkir, toilet, Tempat Ibadah, pusat informasi",https://upload.wikimedia.org/wikipedia/commons/9/9a/Tugu_Perdamaian_Palu.jpg,https://www.djkn.kemenkeu.go.id/files/images/2020/01/gong_3_compressed.jpg,,